Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
6112,N,,64,11,M,BCR,STE,M,"269,5901538",07/02/2014,10/11/2005,23/08/2005,"269,7170769"
6114,N,,67,15,M,BCR,RET,M,"363,4534615",22/07/1950,01/10/9999,23/02/2002,"231,7614615"
6120,N,,45,15,M,BCR,STE,M,"991,4230769",01/02/2000,15/04/2004,16/03/2002,0
6124,N,,59,11,M,HGH,STE,F,"291,9770769",02/08/1985,02/02/1982,23/08/2005,0
6126,N,,50,11,M,BCR,STE,F,"368,8575385",01/08/1993,07/10/2003,24/08/2005,"300,9800769"
6130,N,,63,11,M,SEC,RET,F,"219,9538462",20/10/1976,01/10/9999,24/08/2005,0
6136,N,,57,11,M,HGH,STE,F,"694,4884615",10/04/1984,01/08/1987,24/08/2005,"615,7768462"
6141,N,,67,11,M,SEC,RET,M,"264,3051538",09/09/1990,01/10/9999,24/08/2005,"244,9778462"
6146,N,,56,11,M,HGH,STE,F,"218,8230769",28/08/1997,01/10/1982,12/08/2005,"78,37638462"
6151,N,,62,11,M,HGH,PVE,M,"163,5307692",20/06/1955,01/01/2006,25/08/2005,"165,396"
6152,N,,47,11,M,BCR,STE,F,"307,883",10/10/1990,09/11/1998,25/08/2005,"307,3310769"
6156,N,,56,11,M,HGH,STE,F,"452,5153846",22/08/1987,15/12/1983,25/08/2005,"332,9315385"
6158,N,,57,12,M,HGH,STE,F,"212,1376154",01/08/1997,07/12/1992,27/05/2005,"75,72484615"
6159,N,,70,11,M,SEC,RET,M,"241,016",09/07/1947,01/10/9999,25/08/2005,"56,94815385"
6164,N,,74,11,M,HGH,RET,M,"256,7615385",01/01/1956,01/10/9999,08/07/2005,0
6169,N,,42,11,M,HGH,STE,M,"778,5538462",01/05/2001,05/01/1998,25/08/2005,"387,4126923"
6183,N,,50,11,M,HGH,STE,M,"540,1523846",02/02/2012,15/01/1990,26/08/2005,0
6184,N,,44,11,M,HGH,STE,M,"393,2384615",01/01/2003,05/09/1998,27/07/2005,"129,3456923"
6186,N,,55,11,M,HGH,STE,M,"571,4500769",18/10/1962,05/12/1984,26/08/2005,"470,2881538"
6187,N,,45,11,S,BCR,STE,M,"451,0615385",04/03/1972,15/10/2005,26/08/2005,"73,99776923"
6192,N,,39,11,M,HGH,STE,F,"446,1721538",22/05/1978,24/02/2005,26/08/2005,"333,2138462"
6193,N,,63,11,M,HGH,RET,F,"217,8861538",01/06/1975,01/10/9999,26/08/2005,"20,30415385"
6203,N,,67,11,M,HGH,RET,F,"221,6907692",01/01/1974,24/02/2005,26/08/2005,"166,5706154"
6205,N,,66,11,M,BCR,RET,M,"270,8033077",01/10/1981,01/10/9999,26/08/2005,"3,493153846"
6206,N,,46,11,S,BCR,STE,F,"348,3619231",04/05/1981,01/07/1997,17/08/2005,"215,7963846"
6212,N,,43,11,S,HGH,STE,M,"285,8538462",01/05/1985,01/09/1995,17/08/2005,0
6214,N,,50,15,S,HGH,PVE,F,"739,2714615",10/04/1978,23/07/1993,01/03/2002,"666,7606154"
6217,N,,46,11,M,HGH,STE,M,"427,0461538",01/11/1971,10/01/1993,27/08/2005,"250,8292308"
6219,N,,37,11,M,BCR,STE,F,"341,1706923",10/04/2004,16/10/2006,29/08/2005,"348,2249231"
6225,N,,54,12,M,HGH,RET,M,"356,6907692",24/09/1963,01/10/9999,28/07/2004,"200,9756923"
6226,N,,66,12,S,BCR,RET,M,"333,9524615",15/08/2009,01/10/9999,15/04/2005,"77,616"
6227,N,,59,11,S,HGH,STE,M,"348,9153846",01/01/2002,30/08/1995,29/08/2005,"155,3079231"
6232,N,,51,12,M,BCR,PVE,F,"553,8",06/06/2002,20/08/2011,24/05/2005,"53,319"
6233,N,,49,12,M,BCR,PVE,F,"527,4307692",05/06/1980,01/08/2013,08/04/2005,"81,73307692"
6234,N,,51,11,M,BCR,STE,F,"467,8954615",01/01/1968,01/02/1992,29/08/2005,"225,9846923"
6236,N,,47,13,M,HGH,PVE,M,"723,7613846",18/10/2004,09/11/1987,13/10/2003,"98,16569231"
6242,N,,42,11,S,BCR,STE,F,"339,4307692",01/01/1980,03/11/1998,29/08/2005,"58,68538462"
6243,N,,40,11,M,HGH,PVE,F,400,01/01/1998,01/07/2006,29/08/2005,"309,9958462"
6248,N,,60,11,M,HGH,RET,F,"323,9656154",10/05/1994,01/10/9999,29/08/2005,"73,03584615"
6249,N,,50,11,M,BCR,STE,F,"629,8461538",24/06/2015,02/06/2015,27/08/2005,0
6253,N,,57,12,D,HGH,RET,M,"361,5861538",17/09/1980,01/10/9999,11/04/2005,"355,5275385"
6258,N,,53,11,M,BCR,STE,M,"1342,032615",01/08/2008,08/01/1990,30/08/2005,"1170,675692"
6260,N,,45,11,M,BCR,STE,F,"726,2307692",11/07/2001,15/11/2001,30/08/2005,0
6261,N,,57,13,S,HGH,STE,M,"471,2306923",20/03/1999,11/07/1995,21/04/2004,0
6263,N,,66,11,M,HGH,RET,F,"259,8580769",15/05/1995,01/10/9999,30/08/2005,"83,05623077"
6266,N,,46,11,M,HGH,STE,F,"515,8852308",19/06/2001,01/08/1998,07/07/2005,0
6272,N,,62,11,M,HGH,RET,M,"281,2601538",05/05/1986,01/10/9999,30/08/2005,"267,481"
6278,N,,41,11,D,BCR,STE,F,"343,6692308",18/07/1999,01/09/2004,31/08/2005,"312,0556154"
6279,N,,56,11,M,HGH,SFE,M,"387,5923077",25/09/2014,25/05/2001,31/08/2005,"391,5852308"
6280,N,,54,11,M,HGH,STE,M,"419,988",01/01/1998,23/01/1996,31/08/2005,"27,89676923"
6283,N,,68,11,D,BCR,RET,M,"253,2010769",04/01/2014,01/10/9999,30/08/2005,0
6287,N,,60,11,D,BCR,RET,F,"222,6840769",17/03/1997,01/10/9999,31/08/2005,"31,80746154"
6289,N,,71,11,W,BCR,RET,F,"328,5123077",20/02/2006,01/10/9999,30/08/2005,"228,2546923"
6290,N,,52,11,M,HGH,PVE,M,"235,2253077",16/06/1965,26/08/1987,31/08/2005,"101,259"
6293,N,,38,11,M,HGH,PVE,F,"495,2083846",01/05/1984,01/09/2005,31/08/2005,0
6294,N,,43,11,M,HGH,STE,F,"168,6976923",07/08/1997,01/07/2004,31/08/2005,"149,2853846"
6300,N,,41,11,S,HGH,PVE,F,"185,0666923",16/05/1976,01/07/2012,31/08/2005,"168,3459231"
6301,N,,64,11,M,HGH,RET,M,"224,7430769",04/11/1953,01/10/9999,31/08/2005,"65,43646154"
6303,N,,66,11,W,BCR,RET,F,"612,7432308",18/06/1969,01/10/9999,31/08/2005,"82,27476923"
6307,N,,39,11,M,HGH,STE,F,"322,0769231",29/07/2003,24/10/2001,31/08/2005,"12,29215385"
6311,N,,68,11,M,HGH,RET,M,"284,6495385",01/02/1949,01/01/2004,01/09/2005,"258,5740769"
6316,N,,56,11,S,BCR,STE,F,"432,5392308",31/07/2011,01/01/2003,01/09/2005,"38,46153846"
6320,N,,38,11,M,HGH,PVE,M,"550,0538462",19/07/1979,15/12/2003,01/09/2005,"565,2885385"
6321,N,,67,11,W,HGH,RET,F,"291,6680769",31/12/1984,07/07/2005,01/09/2005,"48,01307692"
6323,N,,44,15,M,BCR,STE,F,"897,3659231",30/06/1999,09/09/2002,02/02/2002,0
6326,N,,39,11,M,HGH,STE,M,"517,3461538",05/12/1978,01/01/1998,01/09/2005,"340,4993077"
6328,N,,38,11,M,PHD,STE,F,"574,6676154",11/06/1997,01/03/2003,01/09/2005,"78,88084615"
6330,N,,64,12,M,HGH,PVE,M,"327,7846154",07/08/1953,18/02/1988,21/10/2004,"229,3888462"
6339,N,,60,12,M,HGH,SFE,M,"264,1",01/01/1960,01/01/1993,20/05/2005,"112,3566154"
6341,N,,50,11,M,HGH,STE,M,"262,04",20/10/1967,09/01/1995,02/09/2005,0
6342,N,,64,11,W,BCR,RET,M,"275,6624615",18/07/1953,01/10/9999,02/09/2005,0
6343,N,,63,11,M,HGH,RET,F,"230,7692308",01/01/1981,01/10/9999,02/09/2005,"218,1962308"
6345,N,,37,11,M,BCR,PVE,F,"608,5845385",01/01/2012,12/03/2007,02/09/2005,"131,9884615"
6348,N,,56,11,M,HGH,STE,M,"401,2538462",02/01/1961,12/07/1982,02/09/2005,"366,1973077"
6356,N,,50,11,M,BCR,STE,M,"407,6769231",01/01/1993,07/08/1987,02/09/2005,"407,5978462"
6361,N,,42,11,M,SEC,PVE,M,"231,4461538",02/02/1975,17/08/2015,02/09/2005,"212,6393077"
6369,N,,60,11,M,HGH,STE,M,"223,9461538",06/03/1957,18/02/1997,02/09/2005,"70,06023077"
6370,N,,49,11,M,HGH,PVE,M,"180,3359231",07/07/2003,06/01/1997,02/09/2005,0
6373,N,,50,11,M,HGH,PVE,M,"333,8923077",04/02/1967,01/02/2009,03/09/2005,"53,655"
6376,N,,33,11,S,HGH,PVE,M,"221,5766923",01/06/2006,05/06/2006,03/09/2005,"215,1129231"
6383,N,,61,11,M,HGH,RET,M,"494,7749231",28/07/1956,01/10/9999,05/09/2005,0
6388,N,,58,11,M,HGH,STE,F,"209,2153846",05/07/1979,23/10/1989,05/09/2005,"118,7152308"
6391,N,,64,11,M,HGH,RET,F,"290,0531538",01/01/1984,01/10/9999,05/09/2005,"7,187769231"
6395,N,,43,12,D,BCR,STE,M,"461,1353077",21/04/1974,10/06/1993,22/09/2004,"228,4840769"
6396,N,,52,11,M,HGH,STE,M,"191,5923077",01/06/1995,01/09/2012,05/09/2005,"183,7606923"
6399,N,,53,11,M,HGH,PVE,M,"405,8719231",01/02/1986,01/07/2016,05/09/2005,"376,2118462"
6401,N,,48,11,M,BCR,STE,F,"468,0798462",21/12/2000,26/05/1997,05/09/2005,0
6403,N,,71,11,M,HGH,RET,M,"272,9705385",01/08/1980,01/10/9999,12/07/2005,"53,72615385"
6405,N,,65,12,M,HGH,RET,F,"244,1463846",01/06/2014,01/10/9999,16/06/2005,0
6417,N,,55,11,M,HGH,STE,M,"339,9172308",19/07/2006,13/01/1984,06/09/2005,0
6423,N,,48,11,S,SEC,STE,M,"189,7384615",12/01/1969,01/06/1993,06/09/2005,"76,95192308"
6424,N,,40,11,M,BCR,PVE,F,"1218,790846",01/06/2007,05/09/2005,06/09/2005,0
6427,N,,46,11,M,SEC,STE,M,"188,1846154",19/05/1971,07/10/1987,06/09/2005,"76,52207692"
6429,N,,51,11,M,HGH,PVE,M,"377,8692308",01/01/1992,15/06/1987,06/09/2005,"76,68530769"
6431,N,,36,11,M,HGH,STE,M,"251,0153846",09/04/1981,16/11/2000,06/09/2005,"0,415692308"
6436,N,,64,11,M,HGH,RET,F,"222,6335385",01/01/2006,01/10/9999,06/09/2005,"121,0729231"
6442,N,,45,11,M,HGH,STE,F,"482,3076923",01/09/1978,01/09/2005,01/08/2005,"210,2663846"
6443,N,,61,11,M,HGH,STE,F,"388,8907692",01/06/2000,01/10/2000,07/09/2005,"345,5042308"
6446,N,,68,11,M,HGH,RET,F,"215,2295385",01/12/2012,01/10/9999,07/09/2005,"219,57"
6448,N,,61,11,M,HGH,STE,M,"244,3615385",01/11/1956,01/01/1984,07/09/2005,"126,9243077"
6450,N,,56,11,M,HGH,STE,M,"367,0545385",25/06/1961,01/07/2006,07/09/2005,"380,4556154"
6451,N,,45,11,M,HGH,STE,M,"405,6996923",30/05/2005,16/12/2011,07/09/2005,"347,9616154"
6455,N,,61,11,M,HGH,RET,M,"167,6153846",01/01/1987,01/10/9999,07/09/2005,"151,2783077"
6461,N,,53,12,M,BCR,STE,M,"417,8468462",12/06/1964,15/04/2003,12/05/2005,0
6463,N,,49,11,S,HGH,PVE,M,"175,8871538",01/09/1975,01/03/2014,07/09/2005,"165,9649231"
6467,N,,54,11,M,HGH,STE,F,"233,5076923",10/01/1987,22/07/1988,07/09/2005,"237,8346154"
6471,N,,82,11,M,HGH,RET,M,"277,1673077",01/10/9999,01/10/9999,08/09/2005,0
6473,N,,45,11,M,PRS,PVE,M,"361,2176923",05/08/1995,20/01/2012,06/09/2005,"363,5329231"
6474,N,,62,11,M,BCR,PVE,M,"712,3118462",28/03/1976,01/06/2012,08/09/2005,"739,155"
6477,N,,53,11,S,BCR,STE,F,"865,2190769",01/10/2002,20/11/2013,08/09/2005,"888,6557692"
6478,N,,44,11,W,HGH,STE,F,"324,5684615",29/07/1998,01/09/1995,08/09/2005,"45,43961538"
6484,N,,62,11,M,HGH,STE,M,"596,8769231",18/03/2007,01/07/2005,08/09/2005,"256,3115385"
6485,N,,51,11,M,HGH,STE,M,"243,4153846",01/01/1991,09/01/1985,08/09/2005,"78,65576923"
6492,N,,50,11,M,BCR,STE,F,"518,6",02/10/1970,10/01/1992,08/09/2005,0
6498,N,,53,11,M,BCR,STE,F,"371,3801538",03/01/1964,01/09/1985,08/09/2005,"330,9587692"
6503,N,,68,11,M,BCR,RET,M,"232,8108462",01/06/1958,01/10/9999,08/09/2005,0
6504,N,,41,11,S,BCR,STE,F,400,14/01/2003,06/06/2011,08/09/2005,0
6511,N,,64,11,W,HGH,RET,F,"292,1830769",01/01/1976,01/10/9999,09/09/2005,"55,633"
6514,N,,57,11,M,HGH,PVE,F,"253,5692308",29/11/2007,01/11/2000,09/09/2005,"149,4154615"
6519,N,,68,11,M,HGH,RET,M,"280,1253077",01/04/1992,01/10/9999,08/09/2005,"195,147"
6520,N,,64,11,M,HGH,RET,F,"174,1762308",01/01/1980,01/10/9999,09/09/2005,"11,29615385"
6521,N,,70,11,W,HGH,RET,F,"245,1676923",01/01/1968,01/10/9999,09/09/2005,"244,2728462"
6522,N,,42,11,M,HGH,PVE,M,"296,9106923",01/05/2006,01/01/1998,09/09/2005,0
6523,N,,67,14,M,HGH,RET,F,"200,2803077",02/11/1972,01/10/9999,09/06/2003,0
6526,N,,38,11,M,HGH,PVE,F,"251,0813077",27/10/2001,28/12/2015,09/09/2005,0
6529,N,,58,11,M,PRS,STE,M,"358,8076923",04/04/1959,06/01/1982,08/09/2005,"215,2876154"
6534,N,,47,11,M,HGH,PVE,F,"519,4741538",01/06/1998,01/06/1991,09/09/2005,0
6540,N,,49,15,M,BCR,PVE,M,"674,8615385",25/12/2006,01/09/2002,20/11/2001,0
6542,N,,44,13,S,BCR,STE,F,"473,025",21/12/2008,06/09/2010,10/01/2004,"311,1809231"
6543,N,,55,11,S,BCR,PVE,F,"591,8173846",15/11/2005,01/01/1996,09/09/2005,"22,67392308"
6557,N,,39,11,S,BCR,PVE,F,"494,2307692",11/02/1989,13/03/2009,10/09/2005,0
6559,N,,60,11,S,BCR,RET,F,"287,7311538",01/05/1990,01/10/9999,12/09/2005,"75,75092308"
6561,N,,71,11,M,BCR,RET,M,"323,9230769",05/10/1976,01/06/2005,12/09/2005,"244,2060769"
6564,N,,67,11,M,BCR,RET,F,"370,9756923",01/10/2008,01/10/9999,12/09/2005,"77,59869231"
6565,N,,40,11,S,BCR,STE,M,"740,3615385",23/08/1977,01/04/2002,12/09/2005,"60,66776923"
6573,N,,56,15,S,BCR,PVE,F,"739,9615385",25/03/2003,10/03/2009,07/12/2001,0
6574,N,,69,11,M,HGH,RET,F,"247,3382308",01/10/1980,01/10/9999,12/09/2005,"76,92307692"
6575,N,,49,11,M,BCR,STE,F,"674,9307692",01/04/2005,01/12/2002,12/09/2005,"66,66338462"
6576,N,,37,11,S,HGH,PVE,M,"450,3538462",01/01/2007,01/05/2003,12/09/2005,0
6578,N,,65,12,M,BCR,STE,F,"665,1997692",01/01/1970,01/01/1976,10/09/2004,"322,6183077"
6581,N,,43,11,M,HGH,PVE,M,"275,6384615",19/05/1974,01/07/1996,12/09/2005,"253,9975385"
6585,N,,39,11,M,HGH,STE,F,"292,0201538",04/10/2007,17/08/1999,12/09/2005,0
6588,N,,56,11,M,BCR,STE,F,"529,7684615",01/04/2001,01/01/1992,12/09/2005,"512,6839231"
6595,N,,39,11,M,BCR,STE,M,"613,9923077",01/01/2015,15/01/2002,12/09/2005,"322,1219231"
6602,N,,66,11,M,BCR,RET,F,"463,9746923",30/08/1968,01/10/9999,13/09/2005,0
6606,N,,54,11,M,HGH,PVE,M,"1041,684615",22/02/2005,01/09/2006,12/09/2005,"307,0210769"
6608,N,,45,11,D,BCR,STE,F,"868,1769231",01/11/2005,06/10/2012,13/09/2005,0
6609,N,,48,11,M,MAS,PVE,F,"823,6",01/09/2009,20/12/2013,13/09/2005,"337,6391538"
6614,N,,55,11,M,HGH,STE,F,"307,6692308",15/11/1990,01/06/2005,13/09/2005,"291,2577692"
6615,N,,32,11,M,HGH,SFE,M,"169,5420769",25/07/1985,18/02/2013,13/09/2005,"174,7774615"
6616,N,,50,12,M,HGH,PVE,M,"478,5297692",26/11/1967,16/09/1987,04/04/2005,0
6630,N,,51,11,M,BCR,PVE,M,"302,7646154",14/06/2007,20/10/1999,13/09/2005,"260,9476923"
6636,N,,41,11,M,BCR,PVE,M,"790,6307692",31/12/2008,31/12/2004,13/09/2005,"250,1885385"
6639,N,,50,13,M,MAS,STE,M,"767,0692308",01/11/2006,01/11/1995,18/07/2003,"781,5696923"
6641,N,,56,11,D,HGH,PVE,M,"324,8153846",01/01/2010,01/09/2004,14/09/2005,0
6645,N,,38,11,S,HGH,PVE,F,"750,3873846",01/09/1997,14/09/2005,14/09/2005,"506,6150769"
6650,N,,54,12,M,HGH,STE,M,"399,0923077",01/10/1991,13/11/1995,07/06/2005,"133,0081538"
6652,N,,54,11,M,BCR,STE,F,"443,4760769",16/05/2001,21/10/2004,14/09/2005,"297,0706923"
6653,N,,64,11,M,BCR,RET,M,"212,7035385",01/01/2010,01/10/9999,01/09/2005,0
6655,N,,36,11,S,HGH,PVE,M,"332,0593077",11/06/1981,01/06/2003,14/09/2005,"144,4918462"
6657,N,,54,11,M,BCR,PVE,M,"1035,638462",02/09/2011,01/04/2010,14/09/2005,"228,1811538"
6658,N,,45,11,M,BCR,STE,F,"288,4229231",20/04/1998,10/01/2004,14/09/2005,"239,2616154"
6659,N,,69,11,M,HGH,RET,F,"270,0498462",01/01/1973,01/10/9999,14/09/2005,0
6661,N,,61,11,M,BCR,PVE,M,"602,3230769",01/05/1992,01/02/2000,14/09/2005,0
6662,N,,45,11,M,BCR,STE,F,"317,8076923",12/01/2007,01/11/2002,14/09/2005,"227,2048462"
6663,N,,55,11,M,HGH,PVE,M,"176,0023077",29/07/1997,01/07/1983,30/08/2005,"79,43869231"
6667,N,,42,11,M,HGH,PVE,M,"625,6461538",16/10/2006,24/03/2005,14/09/2005,"293,2547692"
6680,N,,35,11,M,BCR,STE,F,"287,3737692",18/09/2004,01/09/2005,15/09/2005,"22,32638462"
6682,N,,59,11,M,BCR,STE,M,"770,7076923",01/07/2000,02/09/1982,15/09/2005,"195,1620769"
6685,N,,45,11,S,BCR,STE,F,"606,1531538",27/01/2001,27/04/2014,15/09/2005,0
6686,N,,59,11,M,HGH,PVE,M,"232,4233077",12/08/1973,15/02/1980,15/09/2005,0
6690,N,,59,15,M,HGH,STE,M,"293,7153846",04/03/2005,22/07/2000,05/01/2002,0
6694,N,,54,11,M,HGH,PVE,F,"397,5615385",17/06/1987,01/02/2010,15/09/2005,0
6697,N,,63,11,D,HGH,RET,F,"262,1919231",01/01/2000,01/10/9999,16/09/2005,"76,68738462"
6704,N,,55,11,M,HGH,PVE,F,"201,0461538",01/01/1982,01/01/2009,16/09/2005,"162,3178462"
6706,N,,53,11,M,HGH,STE,F,"568,0009231",01/01/1970,15/11/1985,16/09/2005,0
6712,N,,54,11,M,HGH,PVE,M,"450,6538462",01/04/1968,01/06/1997,16/09/2005,"404,2897692"
6714,N,,37,11,M,HGH,PVE,F,"259,4031538",05/12/1980,11/07/2005,16/09/2005,0
6718,N,,49,13,M,BCR,STE,F,"365,8666923",11/09/2003,02/12/2000,05/02/2004,"367,0976923"
6720,N,,61,11,M,HGH,RET,M,"229,8691538",01/06/1990,01/10/9999,16/09/2005,"224,8710769"
6726,N,,70,11,M,BCR,RET,F,"388,6927692",06/08/1983,01/10/9999,15/09/2005,"57,50330769"
6729,N,,63,11,M,HGH,RET,M,"284,6153846",01/01/1980,01/10/9999,17/09/2005,"58,52253846"
6731,N,,35,11,S,HGH,PVE,F,"386,3923077",01/06/2015,01/01/2010,17/09/2005,"73,33992308"
6738,N,,41,11,M,BCR,STE,F,"273,1461538",01/06/1997,16/12/2002,19/09/2005,"74,128"
6739,N,,60,11,M,HGH,PVE,M,"226,8871538",28/07/1968,01/02/1976,19/09/2005,0
6752,N,,47,11,M,HGH,STE,M,"191,4920769",01/12/2005,16/04/1990,19/09/2005,"77,95823077"
6754,N,,66,12,M,HGH,RET,F,"228,7944615",02/02/1978,01/10/9999,16/05/2005,"235,6659231"
6763,N,,54,11,M,HGH,PVE,F,"348,8086154",10/10/1984,19/09/2005,19/09/2005,0
6764,N,,74,11,M,BCR,RET,M,"274,6476923",28/04/1981,01/10/9999,19/09/2005,"220,6520769"
6765,N,,71,11,M,HGH,RET,M,218,01/01/1984,01/10/9999,19/09/2005,"190,8682308"
6766,N,,50,12,D,HGH,STE,M,"506,8908462",20/07/2003,29/12/1989,12/05/2005,"414,9642308"
6771,N,,37,11,S,HGH,PVE,M,"309,6249231",22/11/1980,19/09/2005,19/09/2005,0
6772,N,,48,11,M,HGH,STE,M,"411,6230769",05/08/1993,21/09/1992,20/09/2005,"119,9334615"
6781,N,,61,11,M,HGH,RET,M,"221,2578462",01/01/1985,01/10/9999,19/09/2005,"174,2493846"
6787,N,,35,11,S,HGH,PVE,M,"791,2307692",01/01/1998,01/09/2005,20/09/2005,0
6792,N,,61,12,M,HGH,STE,M,"395,544",26/06/1956,01/02/2010,03/09/2004,0
6793,N,,63,11,M,HGH,RET,M,"206,7441538",30/09/1977,01/10/9999,19/09/2005,"204,0348462"
6795,N,,60,11,M,BCR,PVE,M,"421,2427692",10/09/1970,01/09/2007,20/09/2005,0
6800,N,,48,12,M,BCR,STE,F,"494,9308462",01/05/2005,15/11/1997,25/06/2005,"69,86369231"
6802,N,,67,12,M,BCR,RET,F,"273,68",01/03/1987,01/10/9999,31/01/2005,"65,44461538"
6818,N,,31,11,S,BCR,STE,F,"386,6293846",08/02/1986,20/12/2012,21/09/2005,"12,76084615"
6819,N,,61,11,M,HGH,RET,F,"273,6186923",01/07/1982,01/10/9999,20/09/2005,"52,46869231"
6825,N,,58,15,D,BCR,STE,F,"776,9230769",01/09/2003,01/07/1997,28/01/2002,"734,3893846"
6826,N,,57,11,M,BCR,STE,F,"320,3571538",11/07/1981,01/09/1987,20/09/2005,0
6829,N,,62,11,S,HGH,RET,M,"286,6150769",08/12/1955,01/10/9999,21/09/2005,0
6831,N,,52,11,D,BCR,STE,F,"369,3094615",01/07/2001,24/12/1990,20/09/2005,0
6833,N,,44,11,D,BCR,STE,F,"991,5769231",09/07/2003,01/01/2010,21/09/2005,0
6834,N,,45,11,M,HGH,PVE,F,"328,9230769",01/01/1990,12/06/2001,21/09/2005,"257,9196154"
6835,N,,59,13,M,HGH,RET,F,"224,2483077",15/01/1985,01/10/9999,26/06/2004,"194,5257692"
6838,N,,39,11,M,BCR,PVE,F,"210,0684615",01/01/2007,01/02/2010,20/09/2005,0
6840,N,,41,11,M,BCR,STE,M,"407,5794615",10/08/1976,01/09/2005,02/09/2005,"335,1238462"
6842,N,,57,11,M,HGH,OTH,F,"245,4642308",01/01/1984,01/10/9999,21/09/2005,"240,2669231"
6844,N,,47,11,S,HGH,STE,F,"208,4384615",11/06/1970,18/11/1997,21/09/2005,"138,759"
6846,N,,52,11,M,SEC,PVE,M,"365,5489231",01/01/1990,01/02/2010,21/09/2005,"31,84384615"
6849,N,,36,11,M,HGH,STE,F,"308,8536923",01/01/1984,17/07/2000,22/09/2005,"284,6956923"
6852,N,,46,11,M,BCR,STE,M,"331,9557692",30/11/1988,20/11/1991,22/09/2005,0
6854,N,,42,11,S,BCR,STE,F,"445,0461538",01/02/2012,03/03/2008,22/09/2005,"177,4255385"
6860,N,,45,11,M,HGH,STE,F,"311,9153846",10/10/1990,14/05/1993,22/09/2005,"43,78069231"
6862,N,,43,11,M,BCR,STE,F,"330,6615385",01/12/2005,01/03/2003,22/09/2005,"340,0863077"
6866,N,,46,12,M,HGH,STE,M,"398,1538462",05/10/2001,22/03/1993,07/12/2004,"316,2653846"
6867,N,,41,12,M,HGH,PVE,M,"204,3464615",15/09/1976,17/03/2014,18/02/2005,"194,1264615"
6870,N,,50,11,M,BCR,PVE,M,"481,835",07/03/2006,04/02/2002,22/09/2005,"299,7731538"
6872,N,,65,11,M,HGH,OTH,M,"201,0151538",10/10/1977,01/10/9999,22/09/2005,"37,40384615"
6876,N,,67,11,M,HGH,RET,M,"185,6363077",28/09/1950,01/10/9999,22/09/2005,"189,5008462"
6878,N,,63,11,M,BCR,RET,M,"218,5497692",01/05/2011,01/10/9999,22/09/2005,"73,12738462"
6884,N,,63,11,M,HGH,RET,F,"357,2706154",10/07/2002,01/10/9999,22/09/2005,"140,0172308"
6886,N,,45,11,M,HGH,STE,M,"496,4383846",01/02/1991,21/08/1992,23/09/2005,"437,112"
6891,N,,58,11,S,MAS,STE,M,"654,1769231",11/07/2007,01/02/1995,23/09/2005,"511,8802308"
6892,N,,42,11,M,BCR,STE,F,"348,6819231",01/09/2001,01/09/2005,23/09/2005,0
6900,N,,67,11,M,SEC,STE,M,"283,5484615",01/02/2009,21/12/1998,23/09/2005,0
6902,N,,37,11,S,HGH,STE,M,"481,6426923",21/10/2003,01/05/2007,23/09/2005,"201,7036923"
6905,N,,43,11,S,BCR,PVE,F,"449,3547692",02/05/1974,20/09/2010,22/09/2005,0
6907,N,,56,11,M,HGH,STE,F,"213,4913846",05/04/2002,11/09/2002,23/09/2005,0
6909,N,,63,11,M,HGH,PVE,M,"419,3642308",01/07/1986,12/04/2013,23/09/2005,"306,0663077"
6911,N,,55,12,M,HGH,STE,F,"730,1307692",29/11/1981,24/12/1984,07/06/2005,0
6920,N,,40,11,M,HGH,STE,M,"250,0846154",07/07/1977,04/09/1998,22/09/2005,0
6921,N,,61,11,M,HGH,RET,F,"227,7799231",01/01/1980,01/10/9999,24/09/2005,"230,9310769"
6928,N,,74,12,W,HGH,RET,M,"249,914",03/09/2004,01/10/2005,02/09/2004,"208,6900769"
6931,N,,64,11,M,HGH,RET,F,"160,7261538",01/01/2001,01/10/9999,26/09/2005,"129,0904615"
6932,N,,40,11,M,HGH,STE,M,"254,0897692",09/05/1977,18/12/2014,26/09/2005,"249,2087692"
6935,N,,62,11,W,HGH,RET,F,"235,8538462",01/01/1972,01/10/2002,26/09/2005,"161,0277692"
6939,N,,41,11,M,BCR,STE,M,"384,7923077",06/02/2009,22/09/2008,26/09/2005,"209,2836154"
6944,N,,62,13,M,BCR,RET,F,"222,2910769",15/04/1975,01/10/9999,13/05/2004,"203,6786923"
6946,N,,52,11,M,HGH,PVE,M,"379,7286154",07/09/1965,01/08/1985,26/09/2005,0
6948,N,,38,11,M,HGH,PVE,F,"117,5020769",01/10/9999,01/12/2007,26/09/2005,0
6950,N,,54,11,M,HGH,PVE,M,"374,2776923",01/01/2012,01/02/2010,26/09/2005,"160,705"
6954,N,,44,11,M,HGH,PVE,F,"464,1923077",20/09/2007,22/12/2005,26/09/2005,0
6959,N,,65,11,W,HGH,RET,F,"273,7634615",20/03/2007,01/10/9999,27/09/2005,"40,81792308"
6960,N,,70,11,M,BCR,RET,F,"438,1",05/04/2014,01/10/9999,22/09/2005,0
6963,N,,70,11,M,SEC,RET,M,"203,1753846",01/08/1981,01/10/9999,27/09/2005,"174,0235385"
