Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
52244,N,,26,2,S,HGH,PVE,M,"166,7692308",09/02/1991,26/08/2015,21/10/2014,0
52246,N,,70,5,M,HGH,RET,M,"827,9243846",01/10/1981,01/10/9999,28/06/2012,"4886,167846"
52247,N,,39,5,M,HGH,STE,M,"342,0131538",01/09/2003,02/10/2000,30/05/2012,"621,8434615"
52253,N,,57,9,M,BCR,PVE,M,"180,7692308",14/07/1985,03/01/1997,08/11/2007,"2171,678231"
52261,N,,38,9,D,HGH,STE,F,"162,2709231",07/02/2012,01/12/2003,13/03/2008,"3866,723154"
52267,N,,68,10,M,HGH,RET,F,"248,0916923",31/08/1969,06/01/2006,16/01/2007,0
52270,N,,52,13,M,HGH,PVE,F,"831,7923077",01/01/1990,11/07/1997,10/03/2004,"10658,191"
52274,N,,64,1,M,HGH,RET,M,"218,4916154",27/08/1965,01/10/9999,17/12/2015,"3495,172538"
52275,N,,36,12,M,HGH,PVE,F,"440,8857692",01/01/1993,24/04/2008,30/03/2005,"621,1038462"
52276,N,,41,10,D,HGH,PVE,F,"357,3320769",01/05/2015,02/04/2007,26/05/2007,"674,355"
52277,N,,68,11,M,PRS,RET,M,"221,9153846",30/05/2004,01/10/9999,01/08/2005,"2499,398462"
52287,N,,38,1,M,HGH,PVE,M,"170,2334615",21/04/2015,25/06/2013,16/12/2015,"2478,991538"
52292,N,,60,1,M,HGH,RET,M,"330,7692308",01/01/2013,16/03/2001,28/12/2015,"168,4289231"
52297,N,,39,5,M,HGH,PVE,M,"376,3506154",15/10/1978,20/01/2011,25/01/2012,"221,5618462"
52298,N,,38,1,M,HGH,STE,F,"185,8461538",01/01/1999,22/05/2000,23/12/2015,"1009,465308"
52299,N,,35,7,S,PRS,PVE,M,"191,3615385",01/02/2013,01/02/2010,01/03/2010,"271,3796923"
52300,N,,53,12,M,BCR,STE,M,"897,8741538",01/01/2008,24/07/1988,20/04/2005,"5790,390538"
52301,N,,24,1,M,HGH,PVE,F,"236,5869231",06/09/1993,15/11/2015,12/11/2015,"275,9683846"
52302,N,,62,11,D,HGH,RET,F,"228,0430769",26/05/1972,01/10/9999,27/07/2005,"1653,284692"
52304,N,,48,8,M,HGH,PVE,F,"209,0461538",05/05/1980,11/05/2015,18/05/2009,"2838,114769"
52307,N,,52,14,M,HGH,PVE,M,"589,6973846",19/08/2005,25/11/1996,13/12/2002,"1920,063077"
52318,N,,41,11,M,HGH,STE,M,"213,1461538",01/02/1976,01/06/2002,12/08/2005,"1204,576308"
52323,N,,73,11,W,HGH,RET,F,"959,0924615",01/01/2000,01/10/9999,08/10/2005,"2503,649077"
52324,N,,32,14,S,BCR,PVE,F,"714,2780769",29/04/1985,17/03/2015,03/04/2003,0
52327,N,,32,4,S,HGH,PVE,M,"353,8461538",01/06/2012,01/08/2011,17/08/2012,"1863,270462"
52329,N,,61,4,M,BCR,RET,F,"308,0735385",01/01/1994,01/10/9999,06/06/2013,"4244,723154"
52333,N,,69,4,M,HGH,RET,F,"184,5273846",01/01/2007,01/10/9999,27/03/2013,"2229,026769"
52342,N,,69,11,M,HGH,RET,M,"161,5446154",01/01/1987,01/10/9999,26/07/2005,"1511,182"
52344,N,,38,12,M,BCR,PVE,F,"535,7399231",18/02/2004,06/06/2005,21/06/2005,0
52346,N,,52,11,D,HGH,STE,M,"257,0461538",11/05/2008,01/11/2010,05/10/2005,"3866,211538"
52348,N,,64,2,W,HGH,RET,F,"209,1515385",16/06/1984,01/10/9999,17/11/2014,"4632,185308"
52350,N,,47,13,M,HGH,PVE,M,"723,7613846",18/10/2004,09/11/1987,13/10/2003,"3603,828769"
52352,N,,35,1,M,HGH,OTH,M,"177,0846154",01/01/2000,01/07/2011,28/12/2015,"58,19738462"
52354,N,,57,3,M,HGH,PVE,M,"231,6230769",01/10/1992,01/02/2004,04/06/2014,"4707,155231"
52358,N,,65,2,W,HGH,RET,F,"599,8465385",01/01/2001,01/10/9999,01/06/2015,"8470,556385"
52361,N,,29,1,S,HGH,PVE,M,"197,9230769",01/01/1996,01/07/2014,14/12/2015,"2405,888538"
52362,N,,70,14,M,BCR,RET,M,"289,0385385",10/06/1989,01/10/9999,19/03/2003,"1818,771692"
52364,N,,61,3,D,HGH,PVE,F,"185,4981538",18/10/1965,01/06/2009,15/08/2013,"3390,587231"
52372,N,,55,11,D,HGH,PVE,F,"459,5759231",14/02/1962,06/04/2009,27/06/2006,"478,2954615"
52379,N,,52,11,M,BCR,STE,M,"283,9615385",24/01/1965,22/10/1984,24/08/2005,"2939,375308"
52381,N,,50,8,M,HGH,SFE,M,"182,2220769",01/01/1985,01/10/9999,12/01/2009,"2839,557154"
52384,N,,41,1,M,HGH,PVE,M,"176,9230769",01/01/1983,01/01/2013,16/12/2015,"238,1345385"
52386,N,,65,11,M,BCR,RET,F,"262,9892308",20/08/2003,01/10/9999,27/06/2006,"2205,351846"
52387,N,,60,14,M,HGH,STE,M,"498,8240769",06/04/2000,20/08/1985,02/07/2003,"4317,639"
52389,N,,54,1,M,HGH,PVE,M,"166,0076923",30/05/1995,07/03/2013,23/12/2015,"153,9556154"
52390,N,,31,1,M,HGH,PVE,M,"215,3846154",03/03/2003,01/01/2003,23/12/2015,"186,1368462"
52392,N,,45,13,M,HGH,PVE,M,"308,941",01/09/2013,17/10/2012,17/11/2003,"597,235"
52393,N,,70,11,M,BCR,RET,F,"281,5389231",01/01/1980,01/10/9999,29/06/2006,"931,7826923"
52395,N,,30,3,M,HGH,PVE,F,"269,2307692",01/11/2006,01/01/2014,17/05/2014,"138,1076923"
52396,N,,58,12,M,BCR,STE,M,"662,2470769",01/08/2005,01/08/2006,08/04/2005,"334,8066923"
52397,N,,32,1,M,BCR,PVE,M,"995,9076923",10/12/1985,26/08/2013,21/12/2015,"1270,039462"
52403,N,,59,2,M,HGH,RET,M,"250,6061538",01/01/1989,01/10/9999,29/05/2015,"796,1206154"
52406,N,,45,3,M,BCR,PVE,M,"210,8615385",25/08/1972,29/06/2011,05/06/2014,"4055,178769"
52419,N,,33,1,M,HGH,STE,M,"423,0769231",29/06/2010,01/01/2008,11/01/2016,0
52422,N,,47,7,M,HGH,PVE,F,"210,6692308",12/10/1991,01/02/2010,07/06/2010,"1117,557308"
52425,N,,58,2,M,HGH,PVE,M,"266,0307692",17/05/1988,12/05/2011,02/08/2014,"226,4577692"
52427,N,,52,11,S,HGH,PVE,F,"224,6384615",25/12/1965,01/08/2004,22/06/2006,"578,584"
52432,N,,47,11,M,HGH,STE,F,"474,2948462",25/12/1996,30/12/1993,29/09/2005,"6257,253462"
52435,N,,60,13,D,BCR,PVE,F,"515,6299231",23/09/1993,01/07/2016,07/04/2004,"1120,536462"
52438,N,,37,1,D,PRS,STE,F,"218,5923077",01/04/1980,12/08/2013,23/12/2015,"1115,521615"
52441,N,,66,10,M,HGH,RET,F,"306,3783846",01/01/1994,01/10/9999,25/08/2006,"4951,406462"
52444,N,,41,9,M,HGH,PVE,M,"176,9230769",27/10/1976,01/01/2014,26/12/2007,"2565,976"
52447,N,,61,2,M,HGH,RET,F,"248,3373846",01/01/2001,01/10/9999,27/04/2015,"5090,423462"
52449,N,,42,3,M,BCR,STE,M,"351,1380769",10/10/2000,01/09/2002,23/08/2013,"354,4749231"
52453,N,,41,10,D,HGH,OTH,M,"406,9347692",28/09/1976,14/05/2007,14/05/2007,"1864,047769"
52468,N,,65,2,M,BCR,RET,F,"181,0563077",01/06/1970,01/10/9999,20/08/2014,"2396,265538"
52471,N,,27,2,S,HGH,PVE,M,"227,1435385",18/06/1990,01/08/2015,12/03/2015,"3520,129846"
52472,N,,47,1,M,HGH,STE,F,"196,7882308",01/04/2005,31/01/2009,05/01/2016,"197,5238462"
52473,N,,61,1,M,HGH,RET,M,"184,2984615",04/03/1990,01/10/9999,05/11/2015,0
52475,N,,40,10,M,BCR,PVE,F,"930,9208462",01/04/2005,24/07/2006,24/07/2006,"11249,70731"
52477,N,,63,1,M,HGH,RET,F,"332,3873077",01/01/1974,30/03/2001,11/01/2016,"305,6976154"
52488,N,,24,2,S,HGH,STE,M,"237,4846154",11/01/2004,26/12/2014,17/12/2014,"217,4289231"
52492,N,,69,12,M,BCR,RET,M,"359,9468462",17/02/2003,01/10/9999,22/03/2005,"1314,416154"
52497,N,,62,1,M,HGH,STE,M,"330,7346154",22/06/1955,11/06/1985,11/01/2016,"745,0384615"
52505,N,,42,10,D,BCR,PVE,F,"305,8666923",03/10/2004,01/06/2015,07/11/2006,"1679,208385"
52507,N,,66,13,M,BCR,PVE,M,"211,5384615",01/01/1971,01/02/2012,10/12/2003,"2032,108923"
52509,N,,25,2,S,HGH,PVE,M,"384,6153846",16/06/1992,10/01/2013,22/09/2014,"162,0612308"
52510,N,,54,12,M,BCR,STE,M,"407,2476154",01/05/2014,22/09/2003,13/04/2005,"1035,981692"
52512,N,,59,1,M,HGH,STE,M,"616,0348462",01/01/1977,26/03/1996,12/08/2015,"5925,013231"
52516,N,,68,3,M,HGH,RET,F,"1146,292385",01/03/2011,01/10/9999,20/12/2013,"4482,760231"
52522,N,,49,12,M,BCR,STE,F,"372,22",01/01/1986,01/09/1994,04/07/2005,"2921,714231"
52523,N,,32,10,M,HGH,PVE,F,"434,1665385",11/11/2003,30/06/2007,20/06/2007,"2956,262846"
52524,N,,51,13,M,HGH,PVE,M,"349,5214615",10/04/1970,26/04/1988,01/10/2003,"906,6237692"
52525,N,,58,14,W,SEC,RET,F,"192,8506923",01/04/1989,01/10/9999,07/08/2002,"2103,985538"
52528,N,,53,1,M,HGH,PVE,F,"230,7692308",01/01/1989,01/01/2005,12/01/2016,"264,7595385"
52531,N,,60,1,M,HGH,RET,F,"171,6826154",29/11/1989,01/10/9999,12/01/2016,"3992,127462"
52532,N,,39,2,M,HGH,PVE,M,"269,6923077",01/01/2008,14/07/2014,04/09/2014,"994,9497692"
52538,N,,68,9,M,BCR,RET,M,"319,6253846",01/01/1958,01/10/9999,20/07/2007,"1531,609846"
52539,N,,52,11,D,HGH,STE,M,"506,8846154",23/07/2010,28/08/1989,28/09/2005,"6064,015308"
52540,N,,59,2,D,BCR,PVE,M,"411,8227692",01/01/2009,01/03/2002,19/09/2014,"2727,953615"
52542,N,,46,4,M,HGH,PVE,M,"189,2307692",01/01/1996,13/11/2009,22/08/2012,"499,9937692"
52543,N,,72,2,M,HGH,RET,F,"216,7730769",01/01/1990,01/10/9999,19/12/2014,"813,6861538"
52545,N,,52,9,D,HGH,STE,F,"259,8430769",30/11/2007,03/05/1989,20/07/2007,"6958,440846"
52548,N,,39,1,M,HGH,PVE,M,"269,2307692",25/10/1978,15/01/2000,08/01/2016,"164,5489231"
52550,N,,38,7,S,HGH,SFE,M,"225,6142308",15/09/1979,01/09/2004,14/07/2009,"2758,401923"
52555,N,,53,1,W,HGH,STE,F,"219,1892308",16/08/1987,01/11/2000,14/08/2015,"1447,049154"
52560,N,,69,6,M,HGH,RET,M,"206,889",21/03/1948,01/10/9999,26/04/2011,"522,3055385"
52561,N,,35,10,M,HGH,PVE,F,"538,4615385",01/06/2010,10/07/2006,24/07/2006,"222,3856154"
52563,N,,34,4,D,HGH,PVE,F,"192,3076923",03/09/1983,01/09/2007,29/01/2013,"248,1603077"
52567,N,,50,11,M,BCR,STE,M,"663,7076923",26/04/2006,23/02/2012,26/04/2006,"920,6893077"
52569,N,,46,1,W,HGH,RET,F,"207,6923077",01/06/2008,27/03/2001,08/01/2016,"319,2789231"
52570,N,,54,1,M,HGH,RET,M,"269,2307692",01/01/1990,31/03/2001,12/01/2016,"161,9289231"
52575,N,,69,11,M,HGH,RET,M,"257,5157692",14/05/2000,01/10/9999,06/04/2006,"2594,056462"
52582,N,,43,9,D,BCR,PVE,F,"874,9539231",15/08/2002,01/10/2008,17/07/2007,"1016,583308"
52590,N,,29,3,S,HGH,PVE,F,"297,8307692",03/04/1988,01/08/2010,13/12/2013,"112,9426154"
52592,N,,43,1,M,HGH,STE,F,"210,3076923",14/11/1993,29/09/1999,29/12/2015,"76,92307692"
52603,N,,60,11,M,HGH,PVE,M,"161,3161538",10/12/1970,01/06/2007,25/08/2005,"766,3321538"
52611,N,,64,10,M,HGH,RET,F,"196,1",31/12/1970,01/10/9999,08/07/2006,"1251,824923"
52614,N,,68,9,M,BCR,RET,M,"292,1389231",01/03/2010,01/10/9999,14/09/2007,"1354,305692"
52617,N,,66,12,M,HGH,RET,F,"207,0596923",01/09/1984,01/10/9999,17/08/2004,"4183,909692"
52620,N,,69,10,M,HGH,RET,M,"220,9076923",02/01/1948,01/10/9999,16/03/2007,"4727,399154"
52624,N,,54,9,M,HGH,PVE,F,"674,9230769",14/10/1963,02/06/1987,22/02/2008,"5449,620846"
52627,N,,81,1,W,HGH,RET,F,"190,4766923",09/09/1950,01/10/9999,24/12/2015,"194,0503846"
52632,N,,32,9,M,HGH,PVE,F,"186,6490769",01/01/2014,01/06/2010,27/02/2008,"1682,441538"
52633,N,,69,11,W,HGH,RET,F,"203,8229231",01/01/2007,01/10/9999,25/07/2005,"3735,633385"
52636,N,,68,9,M,HGH,RET,F,200,13/12/1975,01/10/9999,31/08/2007,"3618,454462"
52637,N,,69,9,W,HGH,RET,M,"273,1333846",01/01/1990,01/10/9999,06/08/2007,"5045,030154"
52638,N,,60,12,M,HGH,RET,M,"182,9483077",04/04/1957,01/10/9999,10/12/2004,"4076,960615"
52647,N,,65,1,M,HGH,RET,M,"257,5538462",01/01/1991,01/10/9999,15/07/2015,"5005,749077"
52649,N,,60,11,M,BCR,RET,F,"180,7153846",12/09/2006,01/10/9999,28/09/2005,"171,2213077"
52651,N,,50,12,M,HGH,STE,M,"446,1538462",01/04/1990,01/10/9999,16/07/2004,"144,4626923"
52652,N,,52,12,M,HGH,STE,M,"407,6201538",01/03/2000,15/03/2001,07/04/2005,"3128,626923"
52655,N,,53,11,M,HGH,PVE,F,"473,1153846",01/07/1995,18/11/2015,23/05/2006,"456,7206154"
52657,N,,37,12,S,BCR,PVE,M,"2043,806",01/01/2010,04/06/2008,20/12/2004,"824,7347692"
52659,N,,69,14,M,BCR,RET,M,"325,2167692",01/02/1980,01/10/9999,04/06/2003,"1489,736308"
52660,N,,54,11,S,PHD,STE,F,"923,6873846",01/01/1987,26/07/1995,11/08/2005,0
52661,N,,66,9,W,BCR,RET,F,"269,32",01/01/1995,01/10/9999,25/07/2007,"279,5931538"
52664,N,,55,11,M,HGH,STE,M,"549,7898462",23/03/2008,09/08/1982,29/09/2005,"3562,873"
52666,N,,50,11,S,BCR,RET,M,"158,2881538",26/09/1967,01/10/9999,22/08/2005,"2052,658231"
52667,N,,33,2,M,HGH,STE,F,"274,8516923",05/08/1984,01/12/2010,15/09/2014,"663,8038462"
52668,N,,38,11,M,HGH,STE,F,"262,3076923",01/10/2012,12/04/2000,12/10/2005,"1020,744615"
52670,N,,32,1,M,HGH,PVE,F,"269,2307692",05/06/2003,05/09/2012,11/01/2016,"402,8407692"
52677,N,,52,1,W,HGH,RET,M,"215,3846154",17/09/1965,27/03/2001,08/01/2016,"223,5004615"
52679,N,,59,4,D,HGH,RET,F,"189,557",06/10/2011,01/10/9999,09/04/2013,"123,3743846"
52680,N,,45,13,S,BCR,PVE,F,"1118,307692",15/11/1991,01/04/2004,20/10/2003,"7558,470077"
52683,N,,69,11,M,BCR,RET,M,"274,5496154",01/05/1963,01/10/9999,26/07/2005,"2140,863923"
52684,N,,38,1,M,PRS,PVE,F,"308,3538462",01/12/2001,17/01/2013,27/08/2015,"259,3622308"
52685,N,,68,12,D,HGH,RET,F,"270,9415385",31/12/2010,01/10/9999,17/05/2005,0
52690,N,,55,13,M,HGH,PVE,M,"698,6153846",01/01/1975,15/05/2000,07/07/2003,"3486,472"
52696,N,,32,7,S,HGH,STE,F,"284,5076923",11/06/1985,29/12/2010,17/09/2009,"1241,645769"
52697,N,,55,11,M,HGH,PVE,F,"345,2066923",07/09/1984,01/11/2008,08/07/2005,"2231,043692"
52699,N,,27,1,M,HGH,STE,M,"355,4076923",01/01/1999,19/04/2010,05/01/2016,"1886,099231"
52705,N,,38,13,M,HGH,PVE,F,"442,8972308",01/02/2012,10/05/2004,19/05/2004,"4472,553"
52707,N,,25,2,S,HGH,PVE,M,"362,5123077",01/01/2013,09/10/2013,21/10/2014,"4027,133308"
52708,N,,35,11,M,HGH,PVE,M,"521,5923077",01/02/2009,23/01/2009,25/10/2005,"248,1603077"
52709,N,,32,1,M,HGH,PVE,F,"180,9076923",01/01/2012,07/12/2006,05/01/2016,"169,8353846"
52711,N,,72,1,D,HGH,RET,F,"307,3228462",01/01/2001,01/10/9999,15/01/2016,0
52718,N,,55,1,M,HGH,PVE,M,"263,6153846",01/02/1968,31/05/2015,24/12/2015,"3396,916154"
52720,N,,41,12,M,BCR,PVE,M,"904,2461538",08/05/2008,24/09/2012,05/05/2005,"5772,667077"
52730,N,,69,13,M,HGH,RET,M,"202,294",01/01/1974,01/10/9999,01/12/2003,"4452,875"
52731,N,,33,11,M,BCR,STE,F,"380,3846154",01/07/2012,01/06/2008,14/03/2006,"413,2132308"
52734,N,,25,4,S,HGH,PVE,M,"175,3",01/01/1993,01/12/2014,10/06/2013,"2691,163615"
52738,N,,46,10,M,SEC,PVE,F,"318,8239231",01/01/1992,01/06/2001,09/02/2007,0
52739,N,,61,1,M,HGH,RET,M,"168,8089231",05/02/1956,01/10/9999,13/01/2016,"4691,978"
52741,N,,42,3,M,HGH,PVE,F,"250,6230769",17/11/2001,01/01/2000,15/04/2014,"1862,468308"
52743,N,,65,2,S,BCR,STE,F,"362,9",02/02/2010,04/01/1982,19/06/2015,"4441,010308"
52747,N,,47,11,M,HGH,PVE,F,"185,3830769",03/09/1988,26/08/2010,17/03/2006,"4380,343615"
52748,N,,39,10,S,BCR,PVE,M,"1374,765846",23/12/1989,10/02/2007,12/02/2007,"739,3106923"
52750,N,,67,11,S,BCR,RET,F,"223,7376154",01/10/1991,01/10/9999,27/08/2005,"483,4704615"
52757,N,,36,7,M,HGH,STE,M,"244,5133077",22/02/1981,19/11/2012,12/10/2009,"1607,769846"
52758,N,,49,6,M,HGH,PVE,F,"476,9230769",01/07/1993,17/12/1985,28/10/2010,"402,0661538"
52760,N,,63,12,M,BCR,RET,F,"372,6946154",01/08/1984,01/10/9999,02/12/2004,"5465,199"
52761,N,,28,3,M,HGH,STE,M,"270,4091538",02/06/1989,10/01/2013,30/07/2013,"2035,411923"
52762,N,,44,7,M,BCR,PVE,M,"814,9153846",19/08/1973,07/02/2016,12/08/2009,"973,5703846"
52765,N,,42,10,S,BCR,STE,M,"565,4664615",01/01/1989,22/05/2006,22/05/2007,"6663,426615"
52766,N,,34,7,S,HGH,PVE,F,"833,4917692",09/08/1983,21/05/2015,18/03/2010,"611,6093846"
52770,N,,71,7,W,HGH,RET,F,"221,1507692",01/01/1978,01/10/9999,08/12/2009,"17,40961538"
52774,N,,53,15,M,HGH,PVE,M,"1205,546538",27/07/1964,01/04/2004,22/05/2002,"10194,39562"
52775,N,,43,12,M,BCR,STE,F,"359,3615385",28/10/2000,02/03/1999,01/06/2005,"179,3833846"
52777,N,,52,9,D,HGH,STE,F,"259,8430769",30/11/2007,03/05/1989,20/07/2007,"187,4268462"
52778,N,,34,3,M,HGH,STE,M,190,01/08/2013,01/04/2004,29/05/2014,"3823,365462"
52781,N,,45,10,M,HGH,STE,M,"347,7712308",22/07/2004,01/01/2007,15/03/2007,"8187,929692"
52787,N,,60,1,M,HGH,RET,M,"572,2730769",01/01/2010,01/10/9999,15/01/2016,"5058,538615"
52788,N,,66,1,M,HGH,RET,F,"223,0230769",01/01/1980,01/10/9999,24/12/2015,"199,8991538"
52793,N,,43,2,S,BCR,SFE,M,"218,6153846",01/06/2000,18/11/2003,22/09/2014,"5081,197769"
52794,N,,39,4,M,BCR,PVE,M,"219,0846154",01/01/2006,14/06/2013,15/03/2013,"3239,007308"
52799,N,,67,2,M,HGH,RET,M,"278,7998462",01/09/2001,01/10/9999,06/10/2014,"4908,542231"
52801,N,,35,5,S,HGH,PVE,M,"324,1692308",21/04/1982,06/02/2014,04/08/2011,"1411,529231"
52804,N,,53,10,M,HGH,PVE,F,"565,4846154",08/02/1991,01/10/2014,23/05/2007,"1346,854231"
52806,N,,65,9,M,HGH,RET,M,"292,4678462",01/12/1952,01/10/9999,07/08/2007,"4298,722154"
52807,N,,65,9,M,BCR,STE,M,"818,8349231",14/09/2009,01/02/1976,14/09/2007,"7904,532769"
52808,N,,37,11,S,BCR,PVE,F,"662,1312308",22/03/1980,01/01/2014,16/11/2005,"2997,215692"
52818,N,,59,1,M,BCR,RET,M,"369,4277692",25/11/2014,01/10/9999,13/01/2016,"3718,405615"
52820,N,,35,11,S,HGH,PVE,M,"183,0846154",25/11/1982,01/11/2012,13/07/2005,"1742,488615"
52821,N,,47,12,D,HGH,PVE,F,"232,5823846",01/01/1975,24/08/2010,04/03/2005,"379,6666154"
52822,N,,60,13,M,BCR,PVE,M,"476,9230769",25/09/1973,11/04/2011,12/06/2004,"1530,935462"
52823,N,,69,10,M,HGH,RET,M,"228,5722308",01/04/1962,01/10/9999,20/10/2006,"2483,139231"
52830,N,,66,10,M,HGH,RET,M,"240,4629231",23/08/1960,01/10/9999,16/08/2006,"2105,946"
52833,N,,35,11,M,HGH,STE,M,"540,8846154",01/11/2010,01/04/2015,01/09/2005,"264,8718462"
52837,N,,63,3,M,HGH,RET,F,"306,1538462",09/01/2007,09/11/1998,22/08/2013,"102,9610769"
52847,N,,40,4,M,HGH,PVE,M,"185,7846154",01/01/2009,01/08/2013,15/05/2013,"767,6059231"
52848,N,,72,12,W,BCR,RET,F,"265,964",01/05/1976,01/10/9999,15/07/2004,"1283,204538"
52850,N,,47,1,M,HGH,STE,F,"235,3846154",04/10/2007,27/03/2012,13/01/2016,"154,9833077"
52851,N,,64,5,M,HGH,RET,M,"219,4030769",01/08/1993,01/10/9999,12/09/2011,"5022,740154"
52852,N,,48,8,M,HGH,PVE,M,"548,3615385",31/12/2005,16/03/2007,29/07/2008,"8133,466692"
52857,N,,56,11,M,HGH,PVE,F,"506,3866154",01/01/1991,01/05/2006,26/09/2005,"863,6154615"
52858,N,,40,5,M,HGH,STE,F,"327,1896923",31/05/1977,13/10/2003,17/01/2012,"4982,663615"
52859,N,,48,10,M,HGH,PVE,M,"384,7983846",08/08/2006,15/01/2007,07/12/2006,0
52861,N,,44,15,M,BCR,PVE,M,"2248,468769",20/07/2013,09/10/2013,06/02/2002,"503,5145385"
52863,N,,59,3,M,HGH,RET,F,"223,2938462",17/06/1984,01/10/9999,21/12/2013,"1470,894231"
52869,N,,51,5,M,HGH,STE,F,"395,2916923",01/06/1996,05/03/2001,02/12/2011,"121,1535385"
52871,N,,45,15,M,BCR,PVE,F,"1226,890231",05/05/2006,05/05/2014,19/10/2001,"4339,252615"
52872,N,,42,10,M,HGH,PVE,M,"362,9076923",25/07/2003,01/06/2007,03/07/2007,"518,7345385"
52875,N,,28,1,S,HGH,STE,M,"615,3846154",10/10/1992,27/03/2012,14/01/2016,"368,3418462"
52876,N,,31,4,S,HGH,PVE,M,"172,3153846",01/01/1987,01/06/2010,05/06/2013,0
52881,N,,72,10,M,HGH,RET,M,"1038,649692",01/05/1981,01/10/9999,16/02/2007,"257,326"
52884,N,,41,8,M,HGH,OTH,M,"6283,944615",16/05/2005,10/11/2012,08/04/2009,"1323,380308"
52894,N,,44,11,D,HGH,STE,F,"382,2766154",18/07/1973,05/10/1998,17/09/2005,"4146,361385"
52897,N,,29,4,M,HGH,PVE,F,"277,1846154",09/07/1988,22/08/2011,25/08/2012,"2014,195538"
52898,N,,36,3,M,HGH,PVE,F,"253,0679231",05/06/2005,25/04/2006,24/03/2014,"5444,140462"
52901,N,,54,10,M,HGH,STE,F,"385,0618462",01/01/1993,01/03/1988,21/10/2006,"5903,705"
52907,N,,37,1,M,BCR,PVE,M,"616,2408462",24/09/1980,01/03/2013,15/01/2016,"3238,92"
52912,N,,65,11,W,HGH,RET,F,"321,0473846",01/05/1989,01/10/9999,12/11/2005,"3523,120385"
52913,N,,42,8,M,HGH,PVE,F,"307,6491538",12/07/2013,01/01/2014,01/10/2008,"6493,061231"
52917,N,,37,10,M,HGH,PVE,M,"427,0196154",01/08/2010,14/05/2007,15/05/2007,"1478,200385"
52919,N,,58,3,S,BCR,STE,F,"617,1811538",01/01/1976,15/10/2002,20/08/2013,"8924,174538"
52929,N,,57,2,W,HGH,PVE,M,"234,977",26/03/1960,19/04/1982,16/01/2015,"2619,564077"
52930,N,,68,4,W,BCR,RET,F,"271,8384615",01/05/1970,11/01/1998,24/10/2012,"3417,840923"
52931,N,,58,5,W,HGH,RET,F,"278,2055385",01/01/2000,01/10/9999,12/08/2011,"2019,278923"
52942,N,,45,1,M,HGH,STE,M,"545,8846154",04/04/2002,10/10/1994,27/11/2015,"75,35715385"
52945,N,,68,13,M,SEC,RET,F,"254,1283846",01/01/2012,01/10/9999,01/09/2003,0
52946,N,,60,12,M,HGH,RET,F,"178,7893846",19/05/2000,01/10/9999,29/06/2005,"34,17269231"
52953,N,,70,4,W,HGH,RET,F,"297,9494615",01/08/1976,24/04/1998,04/02/2013,"2946,465846"
52954,N,,42,1,M,HGH,STE,M,"326,879",09/12/1975,01/10/9999,15/01/2016,"5663,671385"
52960,N,,41,1,M,HGH,PVE,F,"209,3692308",31/10/1999,01/09/2013,13/01/2016,"500,9930769"
52961,N,,47,4,M,HGH,STE,M,"300,0776154",14/02/2013,23/08/2013,14/12/2012,"2318,606923"
52963,N,,49,1,M,HGH,STE,F,"174,0923077",01/01/2000,01/03/2012,13/01/2016,0
52964,N,,60,11,M,BCR,STE,M,"368,3769231",01/01/1999,08/06/2008,11/07/2005,"8413,695615"
52965,N,,25,3,S,HGH,PVE,F,"165,3846154",01/01/2005,01/05/2014,05/05/2014,"620,823"
52967,N,,36,1,S,HGH,STE,M,"236,1694615",16/07/1981,14/08/2013,15/01/2016,"3078,228692"
52969,N,,56,11,D,BCR,STE,F,"355,5911538",18/09/2002,10/10/1994,26/07/2005,"656,5106923"
52972,N,,59,12,M,BCR,RET,F,"636,6776154",18/10/2003,01/10/9999,27/12/2004,"1171,048077"
52975,N,,68,4,M,BCR,RET,F,"163,1410769",01/01/1990,25/02/1998,08/12/2012,"3529,292231"
52988,N,,52,2,M,BCR,PVE,M,"188,4153846",12/02/2000,30/06/2014,31/10/2014,"2737,714615"
52989,N,,70,12,M,BCR,RET,M,"246,3727692",25/11/1972,01/10/9999,26/04/2005,"1683,740615"
52991,N,,70,11,M,HGH,RET,F,"241,0503846",15/11/1971,01/10/9999,27/01/2006,"2187,700692"
52995,N,,31,4,S,HGH,PVE,M,"276,6255385",01/01/2014,17/03/2011,26/12/2012,"892,4174615"
52997,N,,59,5,M,HGH,PVE,M,"284,6153846",01/01/1970,01/03/2014,16/09/2011,0
53005,N,,64,1,M,HGH,RET,F,"203,8461538",16/03/1978,02/04/2001,14/01/2016,"119,0237692"
53006,N,,50,12,M,BCR,STE,F,"371,4855385",01/02/1993,01/09/1994,16/10/2004,"3093,709692"
53009,N,,62,1,M,HGH,RET,F,"869,8230769",01/01/2014,01/10/9999,14/10/2015,"2707,795923"
53011,N,,44,11,M,BCR,STE,M,"333,485",01/01/2001,30/09/2002,29/08/2005,"6162,013769"
53016,N,,22,1,S,HGH,PVE,M,"231,0230769",24/07/1995,17/12/2015,15/01/2016,"76,35592308"
